Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
WAQ62165,BA.1,nucleocapsid phosphoprotein,416,Nigeria,2021-12-22,2021,12,22
WAQ62166,BA.1,ORF10 protein,38,Nigeria,2021-12-22,2021,12,22
WAQ62227,BA.1.15,ORF1ab polyprotein,7092,Nigeria,2021-12-17,2021,12,17
WAQ62228,BA.1.15,ORF1a polyprotein,4401,Nigeria,2021-12-17,2021,12,17
WAQ62229,BA.1.15,surface glycoprotein,1270,Nigeria,2021-12-17,2021,12,17
WAQ62230,BA.1.15,ORF3a protein,275,Nigeria,2021-12-17,2021,12,17
WAQ62231,BA.1.15,envelope protein,75,Nigeria,2021-12-17,2021,12,17
WAQ62232,BA.1.15,membrane glycoprotein,222,Nigeria,2021-12-17,2021,12,17
WAQ62233,BA.1.15,ORF6 protein,61,Nigeria,2021-12-17,2021,12,17
WAQ62234,BA.1.15,ORF7a protein,121,Nigeria,2021-12-17,2021,12,17
WAQ62235,BA.1.15,ORF7b protein,43,Nigeria,2021-12-17,2021,12,17
WAQ62236,BA.1.15,ORF8 protein,121,Nigeria,2021-12-17,2021,12,17
WAQ62237,BA.1.15,nucleocapsid phosphoprotein,416,Nigeria,2021-12-17,2021,12,17
WAQ62238,BA.1.15,ORF10 protein,38,Nigeria,2021-12-17,2021,12,17
WAQ62346,BA.1.1,ORF1ab polyprotein,7092,Nigeria,2021-12-20,2021,12,20
WAQ62347,BA.1.1,ORF1a polyprotein,4401,Nigeria,2021-12-20,2021,12,20
WAQ62348,BA.1.1,surface glycoprotein,1270,Nigeria,2021-12-20,2021,12,20
WAQ62349,BA.1.1,ORF3a protein,275,Nigeria,2021-12-20,2021,12,20
WAQ62350,BA.1.1,envelope protein,75,Nigeria,2021-12-20,2021,12,20
WAQ62351,BA.1.1,membrane glycoprotein,222,Nigeria,2021-12-20,2021,12,20
WAQ62352,BA.1.1,ORF6 protein,61,Nigeria,2021-12-20,2021,12,20
WAQ62353,BA.1.1,ORF7a protein,121,Nigeria,2021-12-20,2021,12,20
WAQ62354,BA.1.1,ORF7b protein,43,Nigeria,2021-12-20,2021,12,20
WAQ62355,BA.1.1,ORF8 protein,121,Nigeria,2021-12-20,2021,12,20
WAQ62356,BA.1.1,nucleocapsid phosphoprotein,416,Nigeria,2021-12-20,2021,12,20
WAQ62357,BA.1.1,ORF10 protein,38,Nigeria,2021-12-20,2021,12,20
WAQ62358,BA.1.14,ORF1ab polyprotein,7092,Nigeria,2021-12-15,2021,12,15
WAQ62359,BA.1.14,ORF1a polyprotein,4401,Nigeria,2021-12-15,2021,12,15
WAQ62360,BA.1.14,surface glycoprotein,1270,Nigeria,2021-12-15,2021,12,15
WAQ62361,BA.1.14,ORF3a protein,275,Nigeria,2021-12-15,2021,12,15
WAQ62362,BA.1.14,envelope protein,75,Nigeria,2021-12-15,2021,12,15
WAQ62363,BA.1.14,membrane glycoprotein,222,Nigeria,2021-12-15,2021,12,15
WAQ62364,BA.1.14,ORF6 protein,61,Nigeria,2021-12-15,2021,12,15
WAQ62365,BA.1.14,ORF7a protein,121,Nigeria,2021-12-15,2021,12,15
WAQ62366,BA.1.14,ORF7b protein,43,Nigeria,2021-12-15,2021,12,15
WAQ62367,BA.1.14,ORF8 protein,121,Nigeria,2021-12-15,2021,12,15
WAQ62368,BA.1.14,nucleocapsid phosphoprotein,416,Nigeria,2021-12-15,2021,12,15
WAQ62369,BA.1.14,ORF10 protein,38,Nigeria,2021-12-15,2021,12,15
WAQ63016,B.1.1.529,ORF1ab polyprotein,7096,Nigeria,2021-12-18,2021,12,18
WAQ63017,B.1.1.529,ORF1a polyprotein,4405,Nigeria,2021-12-18,2021,12,18
WAQ63018,B.1.1.529,surface glycoprotein,1268,Nigeria,2021-12-18,2021,12,18
WAQ63019,B.1.1.529,ORF3a protein,275,Nigeria,2021-12-18,2021,12,18
WAQ63020,B.1.1.529,envelope protein,75,Nigeria,2021-12-18,2021,12,18
WAQ63021,B.1.1.529,membrane glycoprotein,222,Nigeria,2021-12-18,2021,12,18
WAQ63022,B.1.1.529,ORF6 protein,61,Nigeria,2021-12-18,2021,12,18
WAQ63023,B.1.1.529,ORF7a protein,121,Nigeria,2021-12-18,2021,12,18
WAQ63024,B.1.1.529,ORF7b protein,43,Nigeria,2021-12-18,2021,12,18
WAQ63025,B.1.1.529,ORF8 protein,121,Nigeria,2021-12-18,2021,12,18
WAQ63026,B.1.1.529,nucleocapsid phosphoprotein,419,Nigeria,2021-12-18,2021,12,18
WAQ63027,B.1.1.529,ORF10 protein,38,Nigeria,2021-12-18,2021,12,18
WAQ63599,BA.1.1.14,ORF1ab polyprotein,7092,Nigeria,2021-12-16,2021,12,16
WAQ63600,BA.1.1.14,ORF1a polyprotein,4401,Nigeria,2021-12-16,2021,12,16
WAQ63601,BA.1.1.14,surface glycoprotein,1270,Nigeria,2021-12-16,2021,12,16
WAQ63602,BA.1.1.14,ORF3a protein,275,Nigeria,2021-12-16,2021,12,16
WAQ63603,BA.1.1.14,envelope protein,75,Nigeria,2021-12-16,2021,12,16
WAQ63604,BA.1.1.14,membrane glycoprotein,222,Nigeria,2021-12-16,2021,12,16
WAQ63605,BA.1.1.14,ORF6 protein,61,Nigeria,2021-12-16,2021,12,16
WAQ63606,BA.1.1.14,ORF7a protein,121,Nigeria,2021-12-16,2021,12,16
WAQ63607,BA.1.1.14,ORF7b protein,43,Nigeria,2021-12-16,2021,12,16
WAQ63608,BA.1.1.14,ORF8 protein,121,Nigeria,2021-12-16,2021,12,16
WAQ63609,BA.1.1.14,nucleocapsid phosphoprotein,416,Nigeria,2021-12-16,2021,12,16
WAQ63610,BA.1.1.14,ORF10 protein,38,Nigeria,2021-12-16,2021,12,16
WAQ63982,AY.109,ORF1ab polyprotein,7096,Nigeria,2021-11-09,2021,11,9
WAQ63983,AY.109,ORF1a polyprotein,4405,Nigeria,2021-11-09,2021,11,9
WAQ63984,AY.109,surface glycoprotein,1271,Nigeria,2021-11-09,2021,11,9
WAQ63985,AY.109,ORF3a protein,275,Nigeria,2021-11-09,2021,11,9
WAQ63986,AY.109,envelope protein,75,Nigeria,2021-11-09,2021,11,9
WAQ63987,AY.109,membrane glycoprotein,222,Nigeria,2021-11-09,2021,11,9
WAQ63988,AY.109,ORF6 protein,61,Nigeria,2021-11-09,2021,11,9
WAQ63989,AY.109,ORF7a protein,121,Nigeria,2021-11-09,2021,11,9
WAQ63990,AY.109,ORF7b protein,43,Nigeria,2021-11-09,2021,11,9
WAQ63991,AY.109,ORF8 protein,119,Nigeria,2021-11-09,2021,11,9
WAQ63992,AY.109,nucleocapsid phosphoprotein,419,Nigeria,2021-11-09,2021,11,9
WAQ63993,AY.109,ORF10 protein,38,Nigeria,2021-11-09,2021,11,9
WAQ64018,BA.1.1.7,ORF1ab polyprotein,7092,Nigeria,2021-12-12,2021,12,12
WAQ64019,BA.1.1.7,ORF1a polyprotein,4401,Nigeria,2021-12-12,2021,12,12
WAQ64020,BA.1.1.7,surface glycoprotein,1270,Nigeria,2021-12-12,2021,12,12
WAQ64021,BA.1.1.7,ORF3a protein,275,Nigeria,2021-12-12,2021,12,12
WAQ64022,BA.1.1.7,envelope protein,75,Nigeria,2021-12-12,2021,12,12
WAQ64023,BA.1.1.7,membrane glycoprotein,222,Nigeria,2021-12-12,2021,12,12
WAQ64024,BA.1.1.7,ORF6 protein,61,Nigeria,2021-12-12,2021,12,12
WAQ64025,BA.1.1.7,ORF7a protein,121,Nigeria,2021-12-12,2021,12,12
WAQ64026,BA.1.1.7,ORF7b protein,43,Nigeria,2021-12-12,2021,12,12
WAQ64027,BA.1.1.7,ORF8 protein,121,Nigeria,2021-12-12,2021,12,12
WAQ64028,BA.1.1.7,nucleocapsid phosphoprotein,416,Nigeria,2021-12-12,2021,12,12
WAQ64029,BA.1.1.7,ORF10 protein,38,Nigeria,2021-12-12,2021,12,12
WAQ64724,BA.1.17,ORF1ab polyprotein,7092,Nigeria,2021-12-05,2021,12,5
WAQ64725,BA.1.17,ORF1a polyprotein,4401,Nigeria,2021-12-05,2021,12,5
WAQ64726,BA.1.17,surface glycoprotein,1270,Nigeria,2021-12-05,2021,12,5
WAQ64727,BA.1.17,ORF3a protein,275,Nigeria,2021-12-05,2021,12,5
WAQ64728,BA.1.17,envelope protein,75,Nigeria,2021-12-05,2021,12,5
WAQ64729,BA.1.17,membrane glycoprotein,222,Nigeria,2021-12-05,2021,12,5
WAQ64730,BA.1.17,ORF6 protein,61,Nigeria,2021-12-05,2021,12,5
WAQ64731,BA.1.17,ORF7a protein,121,Nigeria,2021-12-05,2021,12,5
WAQ64732,BA.1.17,ORF7b protein,43,Nigeria,2021-12-05,2021,12,5
WAQ64733,BA.1.17,ORF8 protein,121,Nigeria,2021-12-05,2021,12,5
WAQ64734,BA.1.17,nucleocapsid phosphoprotein,416,Nigeria,2021-12-05,2021,12,5
WAQ64735,BA.1.17,ORF10 protein,38,Nigeria,2021-12-05,2021,12,5
WAQ65067,AY.36,ORF1ab polyprotein,7096,Nigeria,2021-12-17,2021,12,17
WAQ65068,AY.36,ORF1a polyprotein,4405,Nigeria,2021-12-17,2021,12,17
WAQ65069,AY.36,surface glycoprotein,1271,Nigeria,2021-12-17,2021,12,17
WAQ65070,AY.36,ORF3a protein,275,Nigeria,2021-12-17,2021,12,17
WAQ65071,AY.36,envelope protein,75,Nigeria,2021-12-17,2021,12,17
WAQ65072,AY.36,membrane glycoprotein,222,Nigeria,2021-12-17,2021,12,17
WAQ65073,AY.36,ORF6 protein,61,Nigeria,2021-12-17,2021,12,17
WAQ65074,AY.36,ORF7a protein,121,Nigeria,2021-12-17,2021,12,17
WAQ65075,AY.36,ORF7b protein,43,Nigeria,2021-12-17,2021,12,17
WAQ65076,AY.36,ORF8 protein,119,Nigeria,2021-12-17,2021,12,17
WAQ65077,AY.36,nucleocapsid phosphoprotein,419,Nigeria,2021-12-17,2021,12,17
WAQ65078,AY.36,ORF10 protein,38,Nigeria,2021-12-17,2021,12,17
WAQ65676,B.1.525,ORF1ab polyprotein,7093,Nigeria,2021-07,2021,7,1
WAQ65677,B.1.525,ORF1a polyprotein,4402,Nigeria,2021-07,2021,7,1
WAQ65678,B.1.525,surface glycoprotein,1270,Nigeria,2021-07,2021,7,1
WAQ65679,B.1.525,ORF3a protein,275,Nigeria,2021-07,2021,7,1
WAQ65680,B.1.525,envelope protein,75,Nigeria,2021-07,2021,7,1
WAQ65681,B.1.525,membrane glycoprotein,222,Nigeria,2021-07,2021,7,1
WAQ65682,B.1.525,ORF6 protein,60,Nigeria,2021-07,2021,7,1
WAQ65683,B.1.525,ORF7a protein,121,Nigeria,2021-07,2021,7,1
WAQ65684,B.1.525,ORF7b protein,43,Nigeria,2021-07,2021,7,1
WAQ65685,B.1.525,ORF8 protein,121,Nigeria,2021-07,2021,7,1
WAQ65686,B.1.525,nucleocapsid phosphoprotein,418,Nigeria,2021-07,2021,7,1
WAQ65687,B.1.525,ORF10 protein,38,Nigeria,2021-07,2021,7,1
WAQ66320,BA.1.1,ORF1ab polyprotein,7092,Nigeria,2022-01-08,2022,1,8
WAQ66321,BA.1.1,ORF1a polyprotein,4401,Nigeria,2022-01-08,2022,1,8
WAQ66322,BA.1.1,surface glycoprotein,1270,Nigeria,2022-01-08,2022,1,8
WAQ66323,BA.1.1,ORF3a protein,275,Nigeria,2022-01-08,2022,1,8
WAQ66324,BA.1.1,envelope protein,75,Nigeria,2022-01-08,2022,1,8
WAQ66325,BA.1.1,membrane glycoprotein,222,Nigeria,2022-01-08,2022,1,8
WAQ66326,BA.1.1,ORF6 protein,61,Nigeria,2022-01-08,2022,1,8
WAQ66327,BA.1.1,ORF7a protein,121,Nigeria,2022-01-08,2022,1,8
WAQ66328,BA.1.1,ORF7b protein,43,Nigeria,2022-01-08,2022,1,8
WAQ66329,BA.1.1,ORF8 protein,121,Nigeria,2022-01-08,2022,1,8
WAQ66330,BA.1.1,nucleocapsid phosphoprotein,416,Nigeria,2022-01-08,2022,1,8
WAQ66331,BA.1.1,ORF10 protein,38,Nigeria,2022-01-08,2022,1,8
UFI37850,B.1.1.7,ORF1ab polyprotein,7093,Nigeria,2021-01-10,2021,1,10
UFI37851,B.1.1.7,ORF1a polyprotein,4402,Nigeria,2021-01-10,2021,1,10
UFI37852,B.1.1.7,surface glycoprotein,1270,Nigeria,2021-01-10,2021,1,10
UFI37853,B.1.1.7,ORF3a protein,275,Nigeria,2021-01-10,2021,1,10
UFI37854,B.1.1.7,envelope protein,75,Nigeria,2021-01-10,2021,1,10
UFI37855,B.1.1.7,membrane glycoprotein,222,Nigeria,2021-01-10,2021,1,10
UFI37856,B.1.1.7,ORF6 protein,61,Nigeria,2021-01-10,2021,1,10
UFI37857,B.1.1.7,ORF7a protein,121,Nigeria,2021-01-10,2021,1,10
UFI37858,B.1.1.7,ORF7b protein,43,Nigeria,2021-01-10,2021,1,10
UFI37859,B.1.1.7,,26,Nigeria,2021-01-10,2021,1,10
UFI37860,B.1.1.7,nucleocapsid phosphoprotein,419,Nigeria,2021-01-10,2021,1,10
UFI37861,B.1.1.7,ORF10 protein,38,Nigeria,2021-01-10,2021,1,10
UFI38775,B.1.1.71,ORF1ab polyprotein,7096,Nigeria,2020-07-15,2020,7,15
UFI38776,B.1.1.71,ORF1a polyprotein,4405,Nigeria,2020-07-15,2020,7,15
UFI38777,B.1.1.71,surface glycoprotein,1273,Nigeria,2020-07-15,2020,7,15
UFI38778,B.1.1.71,ORF3a protein,275,Nigeria,2020-07-15,2020,7,15
UFI38779,B.1.1.71,envelope protein,75,Nigeria,2020-07-15,2020,7,15
UFI38780,B.1.1.71,membrane glycoprotein,222,Nigeria,2020-07-15,2020,7,15
UFI38781,B.1.1.71,ORF6 protein,61,Nigeria,2020-07-15,2020,7,15
UFI38782,B.1.1.71,ORF7a protein,121,Nigeria,2020-07-15,2020,7,15
UFI38783,B.1.1.71,ORF7b protein,43,Nigeria,2020-07-15,2020,7,15
UFI38784,B.1.1.71,ORF8 protein,121,Nigeria,2020-07-15,2020,7,15
UFI38785,B.1.1.71,nucleocapsid phosphoprotein,419,Nigeria,2020-07-15,2020,7,15
UFI38786,B.1.1.71,ORF10 protein,38,Nigeria,2020-07-15,2020,7,15
UFI39743,B.1.1.7,ORF1ab polyprotein,7093,Nigeria,2021-02-02,2021,2,2
UFI39744,B.1.1.7,ORF1a polyprotein,4402,Nigeria,2021-02-02,2021,2,2
UFI39745,B.1.1.7,surface glycoprotein,1270,Nigeria,2021-02-02,2021,2,2
UFI39746,B.1.1.7,ORF3a protein,275,Nigeria,2021-02-02,2021,2,2
UFI39747,B.1.1.7,envelope protein,75,Nigeria,2021-02-02,2021,2,2
UFI39748,B.1.1.7,membrane glycoprotein,222,Nigeria,2021-02-02,2021,2,2
UFI39749,B.1.1.7,ORF6 protein,61,Nigeria,2021-02-02,2021,2,2
UFI39750,B.1.1.7,ORF7a protein,121,Nigeria,2021-02-02,2021,2,2
UFI39751,B.1.1.7,ORF7b protein,43,Nigeria,2021-02-02,2021,2,2
UFI39752,B.1.1.7,,26,Nigeria,2021-02-02,2021,2,2
UFI39753,B.1.1.7,nucleocapsid phosphoprotein,419,Nigeria,2021-02-02,2021,2,2
UFI39754,B.1.1.7,ORF10 protein,38,Nigeria,2021-02-02,2021,2,2
UFI40136,L.3,ORF1ab polyprotein,7096,Nigeria,2021-02-05,2021,2,5
UFI40137,L.3,ORF1a polyprotein,4405,Nigeria,2021-02-05,2021,2,5
UFI40138,L.3,surface glycoprotein,1273,Nigeria,2021-02-05,2021,2,5
UFI40139,L.3,ORF3a protein,275,Nigeria,2021-02-05,2021,2,5
UFI40140,L.3,envelope protein,75,Nigeria,2021-02-05,2021,2,5
UFI40141,L.3,membrane glycoprotein,222,Nigeria,2021-02-05,2021,2,5
UFI40142,L.3,ORF6 protein,61,Nigeria,2021-02-05,2021,2,5
UFI40143,L.3,ORF7a protein,121,Nigeria,2021-02-05,2021,2,5
UFI40144,L.3,ORF7b protein,43,Nigeria,2021-02-05,2021,2,5
UFI40145,L.3,ORF8 protein,120,Nigeria,2021-02-05,2021,2,5
UFI40146,L.3,nucleocapsid phosphoprotein,419,Nigeria,2021-02-05,2021,2,5
UFI40147,L.3,ORF10 protein,38,Nigeria,2021-02-05,2021,2,5
UFI41325,B.1.1.7,ORF1ab polyprotein,7093,Nigeria,2021-03-01,2021,3,1
UFI41326,B.1.1.7,ORF1a polyprotein,4402,Nigeria,2021-03-01,2021,3,1
UFI41327,B.1.1.7,surface glycoprotein,1270,Nigeria,2021-03-01,2021,3,1
UFI41328,B.1.1.7,ORF3a protein,275,Nigeria,2021-03-01,2021,3,1
UFI41329,B.1.1.7,envelope protein,75,Nigeria,2021-03-01,2021,3,1
UFI41330,B.1.1.7,membrane glycoprotein,222,Nigeria,2021-03-01,2021,3,1
UFI41331,B.1.1.7,ORF6 protein,61,Nigeria,2021-03-01,2021,3,1
UFI41332,B.1.1.7,ORF7a protein,121,Nigeria,2021-03-01,2021,3,1
UFI41333,B.1.1.7,ORF7b protein,43,Nigeria,2021-03-01,2021,3,1
UFI41334,B.1.1.7,,26,Nigeria,2021-03-01,2021,3,1
UFI41335,B.1.1.7,nucleocapsid phosphoprotein,419,Nigeria,2021-03-01,2021,3,1
UFI41336,B.1.1.7,ORF10 protein,38,Nigeria,2021-03-01,2021,3,1
QNR60314,B.1.1.487,ORF1ab polyprotein,7096,Nigeria,2020-03-22,2020,3,22
QNR60315,B.1.1.487,ORF1a polyprotein,4405,Nigeria,2020-03-22,2020,3,22
QNR60316,B.1.1.487,surface glycoprotein,1273,Nigeria,2020-03-22,2020,3,22
QNR60317,B.1.1.487,ORF3a protein,275,Nigeria,2020-03-22,2020,3,22
QNR60318,B.1.1.487,envelope protein,75,Nigeria,2020-03-22,2020,3,22
QNR60319,B.1.1.487,membrane glycoprotein,222,Nigeria,2020-03-22,2020,3,22
QNR60320,B.1.1.487,ORF6 protein,61,Nigeria,2020-03-22,2020,3,22
QNR60321,B.1.1.487,ORF7a protein,121,Nigeria,2020-03-22,2020,3,22
QNR60322,B.1.1.487,ORF7b protein,43,Nigeria,2020-03-22,2020,3,22
QNR60323,B.1.1.487,ORF8 protein,121,Nigeria,2020-03-22,2020,3,22
QNR60324,B.1.1.487,nucleocapsid phosphoprotein,419,Nigeria,2020-03-22,2020,3,22
QNR60325,B.1.1.487,ORF10 protein,38,Nigeria,2020-03-22,2020,3,22
UIC73861,P.1,ORF1ab polyprotein,7093,Chile,2021-08-08,2021,8,8
UIC73862,P.1,ORF1a polyprotein,4402,Chile,2021-08-08,2021,8,8
UIC73863,P.1,surface glycoprotein,1273,Chile,2021-08-08,2021,8,8
UIC73864,P.1,ORF3a protein,275,Chile,2021-08-08,2021,8,8
UIC73865,P.1,envelope protein,75,Chile,2021-08-08,2021,8,8
UIC73866,P.1,membrane glycoprotein,222,Chile,2021-08-08,2021,8,8
UIC73867,P.1,ORF6 protein,61,Chile,2021-08-08,2021,8,8
UIC73868,P.1,ORF7a protein,121,Chile,2021-08-08,2021,8,8
UIC73869,P.1,ORF7b protein,43,Chile,2021-08-08,2021,8,8
UIC73870,P.1,ORF8 protein,121,Chile,2021-08-08,2021,8,8
UIC73871,P.1,nucleocapsid phosphoprotein,419,Chile,2021-08-08,2021,8,8
UIC73872,P.1,ORF10 protein,38,Chile,2021-08-08,2021,8,8
UIC73873,P.1.15,ORF1ab polyprotein,7093,Chile,2021-08-08,2021,8,8
UIC73874,P.1.15,ORF1a polyprotein,4402,Chile,2021-08-08,2021,8,8
UIC73875,P.1.15,surface glycoprotein,1273,Chile,2021-08-08,2021,8,8
UIC73876,P.1.15,ORF3a protein,275,Chile,2021-08-08,2021,8,8
UIC73877,P.1.15,envelope protein,75,Chile,2021-08-08,2021,8,8
UIC73878,P.1.15,membrane glycoprotein,222,Chile,2021-08-08,2021,8,8
UIC73879,P.1.15,ORF6 protein,61,Chile,2021-08-08,2021,8,8
UIC73880,P.1.15,ORF7a protein,121,Chile,2021-08-08,2021,8,8
UIC73881,P.1.15,ORF7b protein,43,Chile,2021-08-08,2021,8,8
UIC73882,P.1.15,ORF8 protein,121,Chile,2021-08-08,2021,8,8
UIC73883,P.1.15,nucleocapsid phosphoprotein,419,Chile,2021-08-08,2021,8,8
UIC73884,P.1.15,ORF10 protein,38,Chile,2021-08-08,2021,8,8
UIC73969,C.37,ORF1ab polyprotein,7093,Chile,2021-08-06,2021,8,6
UIC73970,C.37,ORF1a polyprotein,4402,Chile,2021-08-06,2021,8,6
UIC73971,C.37,surface glycoprotein,1266,Chile,2021-08-06,2021,8,6
UIC73972,C.37,ORF3a protein,275,Chile,2021-08-06,2021,8,6
UIC73973,C.37,envelope protein,75,Chile,2021-08-06,2021,8,6
UIC73974,C.37,membrane glycoprotein,222,Chile,2021-08-06,2021,8,6
UIC73975,C.37,ORF6 protein,61,Chile,2021-08-06,2021,8,6
UIC73976,C.37,ORF7a protein,121,Chile,2021-08-06,2021,8,6
UIC73977,C.37,ORF7b protein,43,Chile,2021-08-06,2021,8,6
UIC73978,C.37,ORF8 protein,121,Chile,2021-08-06,2021,8,6
UIC73979,C.37,nucleocapsid phosphoprotein,419,Chile,2021-08-06,2021,8,6
UIC73980,C.37,ORF10 protein,38,Chile,2021-08-06,2021,8,6
UIC74029,P.1,ORF1ab polyprotein,7090,Chile,2021-09-21,2021,9,21
UIC74030,P.1,ORF1a polyprotein,4399,Chile,2021-09-21,2021,9,21
UIC74031,P.1,surface glycoprotein,1273,Chile,2021-09-21,2021,9,21
UIC74032,P.1,ORF3a protein,275,Chile,2021-09-21,2021,9,21
UIC74033,P.1,envelope protein,75,Chile,2021-09-21,2021,9,21
UIC74034,P.1,membrane glycoprotein,222,Chile,2021-09-21,2021,9,21
UIC74035,P.1,ORF6 protein,61,Chile,2021-09-21,2021,9,21
UIC74036,P.1,ORF7a protein,121,Chile,2021-09-21,2021,9,21
UIC74037,P.1,ORF7b protein,43,Chile,2021-09-21,2021,9,21
UIC74038,P.1,ORF8 protein,121,Chile,2021-09-21,2021,9,21
UIC74039,P.1,nucleocapsid phosphoprotein,419,Chile,2021-09-21,2021,9,21
UIC74040,P.1,ORF10 protein,38,Chile,2021-09-21,2021,9,21
UIC74110,AY.122.4,ORF1ab polyprotein,7096,Chile,2021-09-24,2021,9,24
UIC74111,AY.122.4,ORF1a polyprotein,4405,Chile,2021-09-24,2021,9,24
UIC74112,AY.122.4,surface glycoprotein,1271,Chile,2021-09-24,2021,9,24
UIC74113,AY.122.4,ORF3a protein,275,Chile,2021-09-24,2021,9,24
UIC74114,AY.122.4,envelope protein,75,Chile,2021-09-24,2021,9,24
UIC74115,AY.122.4,membrane glycoprotein,222,Chile,2021-09-24,2021,9,24
UIC74116,AY.122.4,ORF6 protein,61,Chile,2021-09-24,2021,9,24
UIC74117,AY.122.4,ORF7a protein,121,Chile,2021-09-24,2021,9,24
UIC74118,AY.122.4,ORF7b protein,43,Chile,2021-09-24,2021,9,24
UIC74119,AY.122.4,ORF8 protein,119,Chile,2021-09-24,2021,9,24
UIC74120,AY.122.4,nucleocapsid phosphoprotein,419,Chile,2021-09-24,2021,9,24
UIC74121,AY.122.4,ORF10 protein,38,Chile,2021-09-24,2021,9,24
UIC74155,AY.101,ORF1ab polyprotein,7096,Chile,2021-09-26,2021,9,26
UIC74156,AY.101,ORF1a polyprotein,4405,Chile,2021-09-26,2021,9,26
UIC74157,AY.101,surface glycoprotein,1271,Chile,2021-09-26,2021,9,26
UIC74158,AY.101,ORF3a protein,275,Chile,2021-09-26,2021,9,26
UIC74159,AY.101,envelope protein,75,Chile,2021-09-26,2021,9,26
UIC74160,AY.101,membrane glycoprotein,222,Chile,2021-09-26,2021,9,26
UIC74161,AY.101,ORF6 protein,61,Chile,2021-09-26,2021,9,26
UIC74162,AY.101,ORF7a protein,121,Chile,2021-09-26,2021,9,26
UIC74163,AY.101,ORF7b protein,43,Chile,2021-09-26,2021,9,26
UIC74164,AY.101,ORF8 protein,119,Chile,2021-09-26,2021,9,26
UIC74165,AY.101,nucleocapsid phosphoprotein,419,Chile,2021-09-26,2021,9,26
UIC74166,AY.101,ORF10 protein,38,Chile,2021-09-26,2021,9,26
UIC74167,AY.25.1,ORF1ab polyprotein,7096,Chile,2021-09-26,2021,9,26
UIC74168,AY.25.1,ORF1a polyprotein,4405,Chile,2021-09-26,2021,9,26
UIC74169,AY.25.1,surface glycoprotein,1271,Chile,2021-09-26,2021,9,26
UIC74170,AY.25.1,ORF3a protein,275,Chile,2021-09-26,2021,9,26
UIC74171,AY.25.1,envelope protein,75,Chile,2021-09-26,2021,9,26
UIC74172,AY.25.1,membrane glycoprotein,222,Chile,2021-09-26,2021,9,26
UIC74173,AY.25.1,ORF6 protein,61,Chile,2021-09-26,2021,9,26
UIC74174,AY.25.1,ORF7a protein,121,Chile,2021-09-26,2021,9,26
UIC74175,AY.25.1,ORF7b protein,43,Chile,2021-09-26,2021,9,26
UIC74176,AY.25.1,ORF8 protein,119,Chile,2021-09-26,2021,9,26
UIC74177,AY.25.1,nucleocapsid phosphoprotein,419,Chile,2021-09-26,2021,9,26
UIC74178,AY.25.1,ORF10 protein,38,Chile,2021-09-26,2021,9,26
UIC76151,AY.25.1,ORF1ab polyprotein,7096,Chile,2021-10-12,2021,10,12
UIC76152,AY.25.1,ORF1a polyprotein,4405,Chile,2021-10-12,2021,10,12
UIC76153,AY.25.1,surface glycoprotein,1271,Chile,2021-10-12,2021,10,12
UIC76154,AY.25.1,ORF3a protein,275,Chile,2021-10-12,2021,10,12
UIC76155,AY.25.1,envelope protein,75,Chile,2021-10-12,2021,10,12
UIC76156,AY.25.1,membrane glycoprotein,222,Chile,2021-10-12,2021,10,12
UIC76157,AY.25.1,ORF6 protein,61,Chile,2021-10-12,2021,10,12
UIC76158,AY.25.1,ORF7a protein,121,Chile,2021-10-12,2021,10,12
UIC76159,AY.25.1,ORF7b protein,43,Chile,2021-10-12,2021,10,12
UIC76160,AY.25.1,ORF8 protein,119,Chile,2021-10-12,2021,10,12
UIC76161,AY.25.1,nucleocapsid phosphoprotein,419,Chile,2021-10-12,2021,10,12
UIC76162,AY.25.1,ORF10 protein,38,Chile,2021-10-12,2021,10,12
UIC76187,AY.122.4,ORF1ab polyprotein,7096,Chile,2021-10-14,2021,10,14
UIC76188,AY.122.4,ORF1a polyprotein,4405,Chile,2021-10-14,2021,10,14
UIC76189,AY.122.4,surface glycoprotein,1271,Chile,2021-10-14,2021,10,14
UIC76190,AY.122.4,ORF3a protein,275,Chile,2021-10-14,2021,10,14
UIC76191,AY.122.4,envelope protein,75,Chile,2021-10-14,2021,10,14
UIC76192,AY.122.4,membrane glycoprotein,222,Chile,2021-10-14,2021,10,14
UIC76193,AY.122.4,ORF6 protein,61,Chile,2021-10-14,2021,10,14
UIC76194,AY.122.4,ORF7a protein,121,Chile,2021-10-14,2021,10,14
UIC76195,AY.122.4,ORF7b protein,43,Chile,2021-10-14,2021,10,14
UIC76196,AY.122.4,ORF8 protein,119,Chile,2021-10-14,2021,10,14
UIC76197,AY.122.4,nucleocapsid phosphoprotein,419,Chile,2021-10-14,2021,10,14
UIC76198,AY.122.4,ORF10 protein,38,Chile,2021-10-14,2021,10,14
UIC76199,AY.100,ORF1ab polyprotein,7096,Chile,2021-10-11,2021,10,11
UIC76200,AY.100,ORF1a polyprotein,4405,Chile,2021-10-11,2021,10,11
UIC76201,AY.100,surface glycoprotein,1271,Chile,2021-10-11,2021,10,11
UIC76202,AY.100,ORF3a protein,275,Chile,2021-10-11,2021,10,11
UIC76203,AY.100,envelope protein,75,Chile,2021-10-11,2021,10,11
